MAX_PAIRS_PER_SOURCE,N_EPOCH_PAIRS,N_PROGRAM_NIGHT_PAIRS,RAW_WIDTH_BEFORE_KMS,RAW_WIDTH_AFTER_KMS,RAW_WIDTH_DELTA_KMS,RAW_WIDTH_DELTA_PCT,BACKUP_BACKUP_BEFORE_KMS,BACKUP_BACKUP_AFTER_KMS,BACKUP_BACKUP_DELTA_KMS,OFFSET_CORRELATION,OFFSET_SPEARMAN,OFFSET_SLOPE_B_ON_A,MEDIAN_ABS_DIFF_KMS
10,2105316,1694555,3.6384884786887257,3.1374720183214793,0.5010164603672465,13.769906468078407,3.6612021913938877,2.937884436013813,0.7233177553800747,0.9802950373901512,0.9676483337790392,1.0021380634133934,0.10782445368448
20,2171341,1736682,3.6513022349357853,3.156546707116938,0.49475552781884735,13.55011160360842,3.662852876082001,2.942768672290354,0.7200842037916471,0.9802602841058295,0.9673511013284354,1.0015687836666636,0.1069173924570385
50,2200673,1752357,3.6539742490697735,3.1601199385464924,0.4938543105232811,13.515538886159534,3.6595160614367908,2.940083453638881,0.7194326077979096,0.980297746328279,0.9674485470575542,1.0015100700698518,0.1060237219121024
