N_COMMON_LABELS,COMMON_COMPONENT_PAIR,GAUGE_SHIFT_B_MINUS_A_KMS,OFFSET_CORRELATION,OFFSET_SLOPE_B_ON_A,MEDIAN_ABS_DIFF_KMS,ROBUST_WIDTH_DIFF_KMS
484,1/1,-0.0018759070285878504,0.9797994612680995,0.9935573911574003,0.09630608488522563,0.17377612857448665
