CORRECTION_PATH,CORRECTION_MD5,CORRECTION_SHA256,N_CORRECTION_ROWS,N_CORRECTION_UNIQUE_TARGETIDS,N_BACKUP_EPOCHS,N_BACKUP_EPOCHS_MATCHED,N_BACKUP_EPOCHS_UNMATCHED,N_NON_BACKUP_TARGETID_MATCHES,CORRECTION_MD5_EXPECTED,CORRECTION_MD5_OK
data/desi_corrections/backup_correction.fits,f48a4b21b541e94d61f4372f4c555f12,eb4da91267db39f285a277989489f991ea48371336efedd28bd07d2b58e4a400,1218152,1218152,2152133,2152126,7,27,f48a4b21b541e94d61f4372f4c555f12,True
