FOLD,N_LABELS,N_TRAIN_PAIRS,N_EFFECTIVE_SOURCE_DRAWS,N_CONNECTED_COMPONENTS,LARGEST_COMPONENT_LABEL_FRACTION,LARGEST_COMPONENT_PAIR_FRACTION,LSQR_ISTOP,LSQR_ITERS,LSQR_ACOND,LSQR_R1NORM,LSQR_ARNORM,N_HOLDOUT_PAIRS,N_HOLDOUT_SAME_COMPONENT,N_HOLDOUT_CROSS_COMPONENT,BEFORE_RAW_WIDTH_KMS,AFTER_RAW_WIDTH_KMS,BEFORE_WIDTH_Z,AFTER_WIDTH_Z,BEFORE_TAIL_GT_3,AFTER_TAIL_GT_3,BEFORE_TAIL_GT_5,AFTER_TAIL_GT_5,BEFORE_MEAN_GAUSSIAN_PAIR_LOSS,AFTER_MEAN_GAUSSIAN_PAIR_LOSS,MACRO_WIDTH_BEFORE_Z,MACRO_WIDTH_AFTER_Z,MACRO_GAUSSIAN_PAIR_LOSS_BEFORE,MACRO_GAUSSIAN_PAIR_LOSS_AFTER,PERMUTATION,CONTROL
0,529,1320902,641325.0,1,1.0,1.0,2,151,589.7335682093545,830.0233757009809,0.002797535297256415,348461,347399,1062,3.660122578799615,3.480001102125545,0.9393212993795272,0.8956655166157901,0.04300530513904761,0.03864432540105182,0.018126131623867656,0.017504368176074196,4.094404656701193,4.022363336574146,0.9330948233609484,0.9182582566995946,3.9653749670754217,3.9391331206376177,25,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,531,1323295,641963.0,1,1.0,1.0,2,140,516.0525354275603,830.3386666997408,0.0036219818879184673,346290,345505,785,3.6602513022301384,3.492691817141514,0.9394206153701424,0.8989274656296924,0.04335971983039319,0.03859857310313888,0.018416520744996456,0.017675576330299127,4.095709471922334,4.027617846722951,0.930585490323076,0.9175266856654617,3.944924446213403,3.923732750048036,25,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,530,1322714,642432.0,1,1.0,1.0,2,149,580.5193102681963,830.8256312557165,0.0037543522049914976,346600,345669,931,3.6443994715638617,3.4776193796363595,0.9378504029460064,0.895638390219023,0.04296885170495474,0.03831989562269107,0.017852338508804667,0.017140675038837733,4.046022694606839,3.975517318434593,0.9230877150663875,0.9114269185311197,3.8389497568590882,3.8153405939705336,25,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,530,1321223,641971.0,1,1.0,1.0,2,149,577.6351038962237,830.142957781895,0.003477827623746768,348218,347319,899,3.6592260263478895,3.4899474970032545,0.9404533637688228,0.8974179841493841,0.04331176814398291,0.03857548823991777,0.01815909869601145,0.01750552086122556,4.037518187849066,3.9672054539492043,0.9253910304095422,0.9121687387953239,3.849210136436913,3.8275463074592495,25,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,530,1322147,642124.0,1,1.0,1.0,2,150,587.050683197769,831.0519794382362,0.0028394437866385565,347113,346178,935,3.6340306155976356,3.470227622410068,0.9355496589619712,0.8952285285086005,0.042914338866132454,0.03821155590476576,0.018216062256989178,0.017514111237571423,4.038689333142625,3.9697369880357396,0.9222403401916006,0.9112833737778421,3.8936348705744996,3.8724950763002846,25,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,524,1323039,647051.0,1,1.0,1.0,2,124,420.16851792265373,827.783865923243,0.0028218094187763836,348461,347411,1050,3.661278647420225,3.4424886466590303,0.9504168352839129,0.8994164202532483,0.043999758211455596,0.0389078066037057,0.018588933568597425,0.01768510496213419,4.125422696842982,4.038538254557216,0.9413955235831732,0.9195234932628359,3.982699952582038,3.948954975261921,26,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,523,1325145,647639.0,1,1.0,1.0,2,117,382.03479919576915,827.9052547382228,0.002627142411759514,346290,345117,1173,3.6600644424428244,3.4439199458360417,0.949338031690877,0.89925586696295,0.044274840126681675,0.03876366565541541,0.018857373006835362,0.017938843928290985,4.122143756171671,4.039817285848233,0.937374768794931,0.9176195257030623,3.9564425429533863,3.926113833945815,26,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,522,1324473,647960.0,1,1.0,1.0,2,116,377.42214505332686,828.5067659014977,0.003463692125240022,346600,345460,1140,3.643992180447177,3.4470947429474563,0.9483054752359352,0.9007337652829024,0.04380825565912117,0.038632547907138305,0.018277079835581543,0.017420251259190646,4.077310951016982,3.995065413825224,0.9303303514558046,0.9120800734114333,3.854304042144536,3.8260456823419204,26,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,523,1322918,647665.0,1,1.0,1.0,2,118,387.84256486674326,828.3507205633123,0.003232663554602223,348218,347175,1043,3.6591669176994657,3.444068355479355,0.9508665240083903,0.9006043401948558,0.04428026211564773,0.0387182256786923,0.018592928638294808,0.017740332685245195,4.0650143985864045,3.981684374373991,0.9323182898585364,0.9123572061021762,3.8602815129870063,3.8291394653073074,26,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,524,1324212,647729.0,1,1.0,1.0,2,124,423.7607116534001,828.9094591642616,0.0030556349078649687,347113,346082,1031,3.6348335686312074,3.434544527324943,0.9454967565601642,0.8983582927015299,0.04384798978276824,0.03864113129258384,0.01862853312220803,0.017842592218029252,4.066817275846796,3.984573038683578,0.9293482464432978,0.9107530899714024,3.910014606391035,3.8830805083286406,26,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,528,1326094,649546.0,1,1.0,1.0,2,115,374.17351855842725,836.5330270194333,0.0034808415874734867,348461,347515,946,3.661392643976204,3.479113937571554,0.9401473785958501,0.8999140455418326,0.042936276131965524,0.03836381163403019,0.01811144842668662,0.017190624865113736,4.093547616492663,4.0177450235796055,0.9370563957297393,0.9214822021135927,3.973461082788201,3.945280978310388,27,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,527,1328059,650023.0,1,1.0,1.0,2,119,390.477572159356,836.4640253982557,0.0031886570371083816,346290,345243,1047,3.6591943066262385,3.492122726601303,0.9389950124493737,0.9013167414897421,0.04325359239723905,0.03852938365151502,0.01835518750561199,0.01738775297399223,4.0932346676371285,4.018346842660185,0.932663516986973,0.9173045853811067,3.9472084835567536,3.9211355796837783,27,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,528,1327730,650585.0,1,1.0,1.0,2,120,397.9541704108698,836.7240657248385,0.0027445651804570465,346600,345700,900,3.6430234033929896,3.487345020003709,0.9384191104656359,0.9008806363005502,0.042863754700607465,0.038032976569279724,0.01777842059589239,0.01683829910326873,4.039797945833062,3.9655535713008536,0.9257558269878388,0.9133988847926707,3.8320428359051424,3.8061256486235586,27,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,528,1326387,650282.0,1,1.0,1.0,2,128,444.0373741224008,836.9975652944842,0.003018276203668119,348218,347234,984,3.6585577033927876,3.4889579925656506,0.9402414399043986,0.8997869258746182,0.04316109597562451,0.03844669588807548,0.01811170565094432,0.017239095249889123,4.033619474492207,3.9600588973937594,0.9282693438609834,0.9124344882395583,3.8516095439618954,3.825795432782122,27,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,530,1327822,650538.0,1,1.0,1.0,2,132,472.6554015162562,837.8355130203888,0.00296854295220299,347113,346262,851,3.6346492677391984,3.4762236218761435,0.9355568446759468,0.897078395436426,0.042814400656150546,0.038326469551957766,0.018208755220035695,0.017137312208674357,4.037711462045204,3.9622760778925215,0.9255608754294209,0.9120027122017921,3.9022423482470256,3.8772643758931253,27,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,529,1317666,645814.0,2,0.996219281663516,0.9979721471304124,2,137,501.3415448265954,832.8511171608023,0.0032567290032253287,348461,347585,876,3.660881965267363,3.431927819966983,0.9514754899701932,0.8982313716272752,0.04413884373606456,0.0388624365263173,0.018660183839924047,0.017725160752046262,4.132672707780075,4.043528139384242,0.9399232237654719,0.9190064363185408,3.9751614237838098,3.9411546967518056,28,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,530,1320099,646489.0,2,0.9962264150943396,0.9979990114519263,2,133,483.2050828993843,833.0947858258896,0.0035946473897530613,346290,345455,835,3.660221927984555,3.4463941881518476,0.9513873262321516,0.8995748899195148,0.0444630993906587,0.039067317016688134,0.01889971197406319,0.01801102893285667,4.134108566245943,4.046778245436523,0.9370940263578147,0.9206940339029575,3.9619057897121657,3.9309355217429833,28,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,530,1319520,646968.0,2,0.9962264150943396,0.9980227233680184,2,138,506.15689839079175,833.4444135694746,0.0032992298192126516,346600,345830,770,3.644232379005572,3.431723175967954,0.9495134030313316,0.898447013948463,0.0439580140531475,0.03860567330769453,0.018341381603678108,0.01747390336292398,4.083830001648783,3.9979499120519426,0.9291673648660402,0.9128140005422111,3.855848146487995,3.825705862863135,28,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,530,1318083,646734.0,2,0.9962264150943396,0.9979811544506572,2,134,484.19786611655735,833.3529174140701,0.0035360332953375674,348218,347409,809,3.659272591241738,3.441406614888301,0.9516114172087583,0.8986836273001038,0.04447207758002815,0.03865472684933321,0.018675394131988522,0.017814737096620986,4.069365084911237,3.9816081355958737,0.9310031574318512,0.913959128777902,3.855477026564273,3.8251123991693095,28,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,532,1319452,646868.0,2,0.9962406015037594,0.9980264759972571,2,140,515.8132415332261,834.2587273492151,0.003754443502897719,347113,346401,712,3.633324662680499,3.417116340206952,0.9459984756462743,0.8941521301321707,0.04396927260602596,0.038484299987586644,0.01863447276422412,0.017733782523722506,4.062233646826861,3.9762487106170585,0.9272253824840936,0.9091905728339463,3.897881721159925,3.8694296840654157,28,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,528,1318073,647823.0,1,1.0,1.0,2,129,447.4618072843974,835.0124719716449,0.0033451848043421946,348461,347585,876,3.661359599007074,3.5241266766021053,0.9332062284058276,0.9026171016482806,0.042214134672094596,0.038154695973646735,0.017762561675561374,0.017120991987571384,4.067585489101938,4.010516858241727,0.9360882424395824,0.9241397474225931,3.968916848563579,3.9443465598011422,29,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,529,1320459,648519.0,1,1.0,1.0,2,131,459.1457515214266,835.0809240330761,0.0037282274968742013,346290,345355,935,3.660918488248191,3.5311820171333497,0.9320837274295821,0.9043962121218254,0.0422985044374629,0.03829103386370546,0.01793227258907501,0.017263395636374166,4.062798508726503,4.0083013023413825,0.9320236923815436,0.9203619783394726,3.9344414046293203,3.914121859538373,29,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,529,1319993,648952.0,1,1.0,1.0,2,131,461.62973966733455,835.6076408100016,0.003485871723097285,346600,345723,877,3.643536029385626,3.5112655313896934,0.9304820274836854,0.9009828043358037,0.04201918877251441,0.0378829293972342,0.017349149463587902,0.016811146495894113,4.012341495704498,3.957060446798495,0.9235384271869189,0.9114644145144669,3.828425989502709,3.8060841568936623,29,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,530,1318703,648622.0,1,1.0,1.0,2,134,473.5818833196391,835.7444633223829,0.002863778936160871,348218,347432,786,3.659795266421525,3.5289709635929416,0.9332633532519838,0.9014476607255295,0.042267263809896614,0.03816574178544291,0.017741601234198347,0.017033549011029495,4.008430895403143,3.952701418891223,0.9254576524889001,0.9116642637011464,3.8472247683916727,3.826796760623692,29,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,528,1319264,648581.0,1,1.0,1.0,2,134,474.55778639900166,836.0590668778922,0.0034351825399888567,347113,346217,896,3.6356033299890673,3.4961698498131812,0.9280027141045437,0.8949338557012547,0.04189280133557855,0.03771911835640653,0.017766314190233293,0.017165534910186388,4.008802975847177,3.9528080273440187,0.9234530623769085,0.907823356318307,3.8919289551497904,3.87193361334325,29,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,534,1318452,647024.0,1,1.0,1.0,2,131,456.67628058270355,825.93362879532,0.0033180485464464546,348461,347831,630,3.6614120952041347,3.444341851648182,0.9496525065311303,0.8973951486402337,0.04397250388838258,0.04193415768002277,0.018560737829578157,0.018342240915847064,4.121883031919808,4.066614568503966,0.9401622073157213,0.9222558851962326,3.977344200202184,3.955611238629597,30,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,532,1320150,647501.0,1,1.0,1.0,2,126,434.10359546711715,826.0227561926058,0.003246697802538694,346290,345549,741,3.660136404384894,3.461210433431461,0.9495088438189768,0.9005403958641912,0.04433814017693583,0.04196510480423905,0.01885116148505711,0.01851835774376427,4.12308282148538,4.07273979009122,0.9360129798939898,0.918711312347117,3.9541069824625694,3.936026181537425,30,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,532,1319905,647927.0,1,1.0,1.0,2,127,435.80811782170906,826.8984535772971,0.0029516695923533782,346600,345819,781,3.6440940689163823,3.4490904247582197,0.9477532662721273,0.8963286855131124,0.043771452696352714,0.04162003822809042,0.018263889491323494,0.01810195506898117,4.076486489909525,4.025344232098536,0.928393547156023,0.9094093075078117,3.8513856200508845,3.8311092560994413,30,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,532,1318455,647533.0,1,1.0,1.0,2,123,419.79164868569353,826.2291033727605,0.003451290624643496,348218,347463,755,3.659009935132897,3.4506250736236366,0.9502075314038039,0.8968031004051312,0.044275217792973644,0.04212534859826802,0.018583273614744593,0.018353033272607445,4.064093224628449,4.013407907061291,0.9305253153070893,0.9096428575280578,3.857580572929219,3.837816750938257,30,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,532,1319319,647766.0,1,1.0,1.0,2,128,445.8087068953099,827.093236215356,0.0034110666812436916,347113,346344,769,3.6349063958857997,3.4336399496730183,0.9451849793026958,0.8951037026882233,0.043849467581364196,0.041652230152680575,0.018617328436467788,0.018305499734368142,4.065993389127569,4.014538573842049,0.9281371612583381,0.9081095621871565,3.906759939336146,3.8891734610788995,30,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,520,1315491,646558.0,1,1.0,1.0,2,121,410.3273773848955,837.7798484633931,0.0033854286719055627,348461,347315,1146,3.65959532123041,3.544126157331681,0.9270173073181127,0.8987634472640922,0.041720052401998185,0.0379165886875027,0.017514360162964458,0.01658436865669493,4.050461448682235,3.997120634321578,0.9304903181438527,0.9183032582226996,3.9545784688439958,3.931411469128568,31,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,519,1317320,647013.0,1,1.0,1.0,2,124,425.52465950012976,837.5258110906302,0.0029389568495395146,346290,345205,1085,3.659616885153115,3.550024022970014,0.9263632222082705,0.8990843179990889,0.04175779609217711,0.037893425645630856,0.017711215075100303,0.016900102837444416,4.0493563711615295,3.9964288718966934,0.9268536539178395,0.9159026417169107,3.9311307452229887,3.909828327363814,31,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,521,1317217,647546.0,1,1.0,1.0,2,134,481.87544042530976,838.340089111986,0.0034565109440036694,346600,345602,998,3.643761507209452,3.544632696925726,0.9246858270812834,0.899408567651939,0.04156225947766506,0.037739943634585445,0.01712663699862848,0.016356965526819867,4.0000000887289655,3.9478108916222943,0.9196068838863966,0.9114719627905371,3.826940847614767,3.8084123944615285,31,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,519,1315490,647130.0,1,1.0,1.0,2,128,445.2323937828336,837.5379980550666,0.003302365121549191,348218,347081,1137,3.658727602978728,3.5521132616413613,0.927817779047726,0.8996085359943413,0.04183749614643268,0.03773182628838801,0.017578029336091577,0.01680299411376595,3.9954822214068386,3.9446777911863515,0.9225947267125217,0.9138519849399018,3.8424408693290513,3.8246773103819307,31,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,521,1316979,647445.0,1,1.0,1.0,2,126,434.88033762420645,838.3361666801079,0.002891197205226129,347113,346076,1037,3.633044112257616,3.5282594025249776,0.9224773910994356,0.894025696096217,0.04150244454975208,0.03763624175036697,0.017594401229787678,0.016776661773714445,3.9970739847819736,3.9480083199996727,0.9186941601417704,0.9080024310329752,3.8870843712187497,3.87228796261418,31,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,537,1309550,642677.0,1,1.0,1.0,2,129,452.6836402830335,827.5441329585275,0.0031999347011738653,348461,347573,888,3.6616290352069445,3.4481646015424374,0.9475075964365292,0.9014925143605155,0.0438497811970435,0.03777911402784451,0.01849107957177341,0.017489851052872346,4.120163160460035,4.026186280519649,0.9380143751154314,0.9229681211680191,3.9776890932154445,3.9454470946875855,32,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,538,1311634,643116.0,1,1.0,1.0,2,141,519.5407435162931,827.7046590345304,0.0036804904847025145,346290,345487,803,3.6605912796336035,3.4522421862959947,0.9463111615356185,0.898827671173964,0.044071122791885076,0.03767146086538712,0.01877928836685606,0.017528879523686855,4.118591722983101,4.023952188012804,0.9332160394852452,0.9179977542064197,3.9518293564698417,3.920833114974329,32,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,538,1311298,643648.0,1,1.0,1.0,2,141,524.309852700841,827.6559807460114,0.0034628176104536923,346600,345844,756,3.643158703832138,3.450984833281141,0.945422763224561,0.8995888890290722,0.043612148830108374,0.037236441863961786,0.01814691016759001,0.017134893188836587,4.06666477937593,3.9745270518071756,0.9259690365822819,0.911612690375,3.8365751401422727,3.8072505164990087,32,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,539,1309880,643402.0,1,1.0,1.0,2,131,463.21980218997965,827.7524785063476,0.0034832865430099386,348218,347492,726,3.6588414768164634,3.4560546534868877,0.9473760426528075,0.8997533651390799,0.044093101423917674,0.03745697742681846,0.01853855628331012,0.01740759499499269,4.061277762350278,3.968441153160414,0.9274361062913208,0.913613846208348,3.8548219979277074,3.825804124768022,32,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,536,1310435,643385.0,1,1.0,1.0,2,130,452.6305194359501,828.65138078858,0.0030723286410562736,347113,346219,894,3.633927275402323,3.435579115800891,0.9427311573433697,0.8950891753314341,0.04371799352432998,0.03734919227425416,0.018520069666887143,0.017434051857350405,4.061766415462597,3.96782437926698,0.9253285086928935,0.9116432746339997,3.901535809509953,3.8725640703078095,32,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,535,1312338,650811.0,1,1.0,1.0,2,133,475.0313790738358,827.7901356845208,0.003615648828887722,348461,347830,631,3.661292785184572,3.416153249887561,0.9564279701923695,0.8969665023024405,0.044797746025357216,0.038622315498950635,0.018994911307247793,0.017557427478940863,4.15317962375396,4.048883371289764,0.9412635589592079,0.9212950021652652,3.9905379405045758,3.954580198656082,33,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,536,1314404,651337.0,1,1.0,1.0,2,139,503.691165283447,827.3268549823111,0.0032833229761492643,346290,345715,575,3.6613908870423026,3.419340423658144,0.9562272078569677,0.8982019997849107,0.045034204474784144,0.038763143051357335,0.01923839000332644,0.017754508771676093,4.151425014286899,4.049315608645667,0.9368324006011948,0.9150982852110204,3.9605201673461594,3.925559214132789,33,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,535,1313918,651804.0,1,1.0,1.0,2,133,476.8077064576758,827.6156301250122,0.0036554667838023173,346600,345946,654,3.6440598615585866,3.4203761239165678,0.9551446035948159,0.8975842377407792,0.044657258647303334,0.03850890023298434,0.018656090834985806,0.01725702855358929,4.103960214255393,4.00084484794423,0.9293962261545959,0.9103820325337896,3.855289020678381,3.8203228889690535,33,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,531,1311539,651244.0,1,1.0,1.0,2,137,495.2352974968136,827.7896714957258,0.003433602834893404,348218,347294,924,3.6592424543638478,3.4228078606985477,0.956984478271929,0.8975573756186938,0.04528439880907819,0.03853219462472718,0.019021347906960674,0.017581645522237642,4.093481977064316,3.9911701544145193,0.931069970891084,0.9117169483263371,3.8645647602504187,3.830288268577944,33,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,532,1312820,651505.0,1,1.0,1.0,2,135,483.74339627146446,828.4931393756859,0.0025940293422817484,347113,346246,867,3.6355102929678846,3.3907635119442197,0.9510638720633415,0.8915876262017833,0.044604125390618234,0.03808275041444522,0.019012494007150986,0.01768684692386338,4.090323368354735,3.9874708731047606,0.9295833988078982,0.9085067582107825,3.911504651583423,3.8790512243485487,33,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,527,1310836,642754.0,1,1.0,1.0,2,128,455.8533456804799,828.8499945833553,0.003239723022659643,348461,347532,929,3.660721634759982,3.4318398126646725,0.9545857777359845,0.900541757195872,0.044410298907726485,0.03907266093482039,0.01873208798038742,0.01722143572390456,4.140365001891883,4.0350299617615795,0.9439452052991962,0.9262772842138013,3.986354924047531,3.948895170261958,34,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,528,1312986,643287.0,1,1.0,1.0,2,145,570.7396549502275,829.0971485688627,0.0036505252912926267,346290,345335,955,3.660676641621417,3.4261584488285184,0.9536544425093215,0.8978058065741694,0.04466966858268059,0.038999811776970185,0.018996047316373957,0.01740918238811589,4.13155503568463,4.029085059319784,0.938858108766489,0.9180063459099249,3.9533851862887626,3.916604298779283,34,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,527,1312539,643803.0,1,1.0,1.0,2,131,471.65440772219034,829.3942978447043,0.0032486251336639725,346600,345589,1011,3.6436991085535473,3.426763561200428,0.9527065155042478,0.8996432580426874,0.04422594469152664,0.03860076564936963,0.01849306546215302,0.016837920188431922,4.092282451951995,3.9911030976936503,0.9323135214220849,0.9114358480867805,3.8595709363767745,3.8240177266269613,34,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,527,1311091,643421.0,1,1.0,1.0,2,133,483.2560566260312,829.1119903105832,0.0032508375364291675,348218,347234,984,3.6578671250423485,3.42767174434776,0.9541914402890375,0.8984453350471897,0.04474792215048066,0.03908027439709245,0.018802882206235563,0.01725349476145769,4.0812756661422425,3.9799024455900374,0.9328847403924673,0.9101354603690203,3.8696071169356543,3.83332470051881,34,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,527,1312119,643568.0,1,1.0,1.0,2,130,470.505106369292,829.6185252845341,0.0037421698123356675,347113,346053,1060,3.6328528489049825,3.395659999128455,0.9484558954860999,0.8923215010128693,0.04412618876299295,0.03860102354263653,0.01876591158001809,0.017043632044802387,4.036968817671972,3.932607742166536,0.9292735077964682,0.9085427691672173,3.8545251623368926,3.819833688509618,34,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,528,1317768,645705.0,1,1.0,1.0,2,132,469.2415648424612,836.3157732185767,0.0035791464033134873,348461,347432,1029,3.659994692965897,3.5048573037354167,0.9371923112426807,0.9014542888590296,0.04267885514287688,0.03912420272168367,0.018012157774758803,0.017341522945497248,4.081345067808234,4.0187453002370965,0.9330783029426728,0.9216413410935345,3.956516308560713,3.934283383998975,35,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,526,1319284,646022.0,1,1.0,1.0,2,130,459.79085779759293,836.1187830260943,0.0031729369480619223,346290,345233,1057,3.6594686286454907,3.5061837005720626,0.9365842345355824,0.9028579357310894,0.042933323291805825,0.03901423096865016,0.018210889457265095,0.017460671488530935,4.084478162245429,4.0205212377930035,0.9302522280340538,0.919966407180616,3.936548534631505,3.913753423138734,35,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,528,1319520,646710.0,1,1.0,1.0,2,137,500.97555058791534,837.1437638586099,0.0037047301463442543,346600,345579,1021,3.643643483714758,3.4985823690158133,0.9352021477885265,0.9024066808200907,0.042658842117142534,0.03885074035169961,0.01765153553890717,0.017023603864818174,4.032760336301944,3.97074370808552,0.9217618346980155,0.9112762728500293,3.831088183356424,3.8103953057214817,35,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,529,1318073,646285.0,1,1.0,1.0,2,137,491.3359158061985,836.6558985239639,0.002829985617484498,348218,347344,874,3.6589658153569644,3.5061100165548327,0.9374005562469534,0.9027984329609151,0.042917108111843016,0.03895561748583537,0.017985052282463495,0.017368948362430327,4.025351109008262,3.9649038565709738,0.9232893275382311,0.913226275356363,3.8440576914341773,3.824219388820391,35,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,528,1319057,646559.0,1,1.0,1.0,2,128,447.64442628938025,837.9998659106385,0.0028370912869132023,347113,346145,968,3.634493819830828,3.4780571258778243,0.9321095383377889,0.8958979456266382,0.042485085729968654,0.038853659593522945,0.01807046180069046,0.01743200104002658,4.026118593235959,3.966540974280852,0.9213400637783483,0.9104392718878053,3.894233462004612,3.8763729404914353,35,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,524,1317389,646164.0,1,1.0,1.0,2,133,485.4506629590826,838.3088749279151,0.0028989892259792664,348461,347488,973,3.6602408616775475,3.4997840487903584,0.9358841059246977,0.9008139315117454,0.04267485495902017,0.03673508149921724,0.01801213279307487,0.01660488995303435,4.082494009278299,3.996371424844576,0.931730916061357,0.9230855541234985,3.9627339070988348,3.9335893905273456,36,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
1,525,1319684,646750.0,1,1.0,1.0,2,131,472.9959186599024,838.575222510195,0.0031400519986066197,346290,345360,930,3.6602753534216443,3.500790021075983,0.9344849941462111,0.9004675907054023,0.042882788973824415,0.036975909196201064,0.018183924021311096,0.016895413481584434,4.077323764203329,3.9922778703429587,0.927708791231777,0.9198081407334886,3.929872378769948,3.9048303947095797,36,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
2,525,1319446,647366.0,1,1.0,1.0,2,133,486.80534325836726,838.9834181880227,0.002745290373815489,346600,345591,1009,3.6441940442579037,3.503071951640388,0.9339544612773951,0.902338552382312,0.04268050961975283,0.036624217644556714,0.01767407137338646,0.01627357193908406,4.031840662464937,3.9482114780564905,0.9204740677983669,0.914734139136555,3.826008162912606,3.8011578116445173,36,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
3,524,1317744,646867.0,1,1.0,1.0,2,128,461.37967535873884,839.0099701761901,0.003642104288521099,348218,347211,1007,3.659413374695282,3.5039982182182925,0.9360930505941366,0.8999576185443776,0.042904746681412746,0.03695159427552699,0.01796314056870318,0.016724700542321527,4.022803136104257,3.9397032582655016,0.9221260216865117,0.9127216315797163,3.840632542250802,3.8162629785240747,36,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
4,524,1318573,646965.0,1,1.0,1.0,2,124,441.484331364842,839.2203651183671,0.0035825462789936743,347113,346115,998,3.6342280871604693,3.48357501797353,0.9306880402779816,0.8976109792639402,0.042442540774020196,0.036450312757320545,0.01803735752567788,0.01651474220995912,4.024732015971409,3.9391932846599107,0.9191173735021669,0.9082829828087582,3.8888583246914425,3.864291704869244,36,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
0,530,1313926,645564.0,1,1.0,1.0,2,143,541.2370488958114,821.07704595118,0.0037059569441744255,348461,347468,993,3.661423359333523,3.4536699237520496,0.9455559384637795,0.8967480778038925,0.04339680200766689,0.03947701658857794,0.01829520991861121,0.017414553282604443,4.107104953366722,4.034193719467252,0.9403983897139252,0.9202736573482854,3.9745445483230655,3.945001313584798,37,FULL_PIPELINE_EXPOSURE_NIGHT_PERMUTATION
