HALF,PROGRAM,NIGHT,OFFSET_KMS,COMPONENT,N_LABELS_FIT,N_TRAIN_PAIRS,N_CONNECTED_COMPONENTS
B,BRIGHT,20211113,-0.6440560629130593,0,206,118308,1
B,BRIGHT,20211114,-0.3916952090522505,0,206,118308,1
B,BRIGHT,20211115,-0.8096241252534296,0,206,118308,1
B,BRIGHT,20211116,0.09102368170854648,0,206,118308,1
B,BRIGHT,20211117,-0.5242931902032082,0,206,118308,1
B,BRIGHT,20211118,-0.7895738311290093,0,206,118308,1
B,BRIGHT,20211119,-0.6204839285166414,0,206,118308,1
B,BRIGHT,20211120,0.43795726129592305,0,206,118308,1
B,BRIGHT,20211122,-0.021330010566097388,0,206,118308,1
B,BRIGHT,20211125,0.1005281665181779,0,206,118308,1
B,BRIGHT,20211126,-0.5110113837803312,0,206,118308,1
B,BRIGHT,20211127,0.06010379927647629,0,206,118308,1
B,BRIGHT,20211128,-0.12409238563804413,0,206,118308,1
B,BRIGHT,20211129,-1.045023756652548,0,206,118308,1
B,BRIGHT,20211130,-0.9966363626559362,0,206,118308,1
B,BRIGHT,20211201,-0.18389889671639337,0,206,118308,1
B,BRIGHT,20211202,-0.404048179937154,0,206,118308,1
B,BRIGHT,20211203,0.6290229386679065,0,206,118308,1
B,BRIGHT,20211204,0.28209605263486087,0,206,118308,1
B,BRIGHT,20211205,-0.640592202440096,0,206,118308,1
B,BRIGHT,20211206,0.7258075199281787,0,206,118308,1
B,BRIGHT,20211208,-0.01463311655213305,0,206,118308,1
B,BRIGHT,20211210,1.1318451739829865,0,206,118308,1
B,BRIGHT,20211211,-0.16725808572735607,0,206,118308,1
B,BRIGHT,20211212,-0.21640769694992357,0,206,118308,1
B,BRIGHT,20211215,-0.30407566191961977,0,206,118308,1
B,BRIGHT,20211216,-0.11650807608807219,0,206,118308,1
B,BRIGHT,20211217,0.5030558288248371,0,206,118308,1
B,BRIGHT,20211218,-0.06528047309846231,0,206,118308,1
B,BRIGHT,20211219,0.0018641892836637683,0,206,118308,1
B,BRIGHT,20211220,-0.11943529267679674,0,206,118308,1
