HALF,PROGRAM,NIGHT,OFFSET_KMS,COMPONENT,N_LABELS_FIT,N_TRAIN_PAIRS,N_CONNECTED_COMPONENTS
B,BRIGHT,20220101,1.0446309469052624,0,206,118308,1
B,BRIGHT,20220103,0.19062791862536627,0,206,118308,1
B,BRIGHT,20220104,-0.21944143686940115,0,206,118308,1
B,BRIGHT,20220105,1.2227677070230283,0,206,118308,1
B,BRIGHT,20220106,-0.08415553345587103,0,206,118308,1
B,BRIGHT,20220107,-0.5036782848503456,0,206,118308,1
B,BRIGHT,20220108,0.2747548106288135,0,206,118308,1
B,BRIGHT,20220109,0.50831240535926,0,206,118308,1
B,BRIGHT,20220111,0.9783134880779025,0,206,118308,1
B,BRIGHT,20220112,-0.3848904461214888,0,206,118308,1
B,BRIGHT,20220113,-0.30927516780894954,0,206,118308,1
B,BRIGHT,20220114,-0.18742270706622638,0,206,118308,1
B,BRIGHT,20220119,-0.4032498867656723,0,206,118308,1
B,BRIGHT,20220120,-0.15961466503095872,0,206,118308,1
B,BRIGHT,20220121,0.16023273309361463,0,206,118308,1
B,BRIGHT,20220123,0.2636851816153159,0,206,118308,1
B,BRIGHT,20220124,-0.6015106812030037,0,206,118308,1
B,BRIGHT,20220125,0.4247193210045032,0,206,118308,1
B,BRIGHT,20220126,0.4655981471448686,0,206,118308,1
B,BRIGHT,20220127,0.40218874813977756,0,206,118308,1
B,BRIGHT,20220129,0.049798981745535195,0,206,118308,1
B,BRIGHT,20220130,1.0238082969510072,0,206,118308,1
B,BRIGHT,20220131,0.7441540354732002,0,206,118308,1
B,BRIGHT,20220201,0.3770973275253566,0,206,118308,1
B,BRIGHT,20220202,0.4744857373568125,0,206,118308,1
B,BRIGHT,20220203,0.6912008113077472,0,206,118308,1
B,BRIGHT,20220204,-0.6780587492012026,0,206,118308,1
B,BRIGHT,20220205,-0.12861026367630246,0,206,118308,1
B,BRIGHT,20220206,1.0643639926434316,0,206,118308,1
B,BRIGHT,20220207,0.4637826932465305,0,206,118308,1
B,BRIGHT,20220208,0.10800393251568258,0,206,118308,1
B,BRIGHT,20220209,-0.10681955997096658,0,206,118308,1
B,BRIGHT,20220210,-0.5775139830718331,0,206,118308,1
B,BRIGHT,20220211,-0.3628201126795266,0,206,118308,1
B,BRIGHT,20220212,-0.49519685793738816,0,206,118308,1
B,BRIGHT,20220213,-0.7929821950417569,0,206,118308,1
B,BRIGHT,20220217,-0.09587471304675661,0,206,118308,1
B,BRIGHT,20220218,-0.6302496897351395,0,206,118308,1
B,BRIGHT,20220219,-0.8942485834468221,0,206,118308,1
B,BRIGHT,20220220,-1.039940269390463,0,206,118308,1
B,BRIGHT,20220221,0.07447445058880746,0,206,118308,1
B,BRIGHT,20220225,0.32068570612717595,0,206,118308,1
B,BRIGHT,20220227,0.39535354419450675,0,206,118308,1
B,BRIGHT,20220301,-1.0443357510526803,0,206,118308,1
B,BRIGHT,20220302,0.10959488910984977,0,206,118308,1
B,BRIGHT,20220303,-0.6314799897113976,0,206,118308,1
B,BRIGHT,20220304,0.930335979182401,0,206,118308,1
B,BRIGHT,20220305,-0.14409735604770663,0,206,118308,1
B,BRIGHT,20220306,0.18424260539643333,0,206,118308,1
B,BRIGHT,20220307,0.48136428486703026,0,206,118308,1
B,BRIGHT,20220310,0.9937830259502294,0,206,118308,1
B,BRIGHT,20220311,-0.3308771851225958,0,206,118308,1
B,BRIGHT,20220312,-0.3455743152282573,0,206,118308,1
B,BRIGHT,20220313,-0.24666745151339836,0,206,118308,1
B,BRIGHT,20220314,-0.6076860312306318,0,206,118308,1
B,BRIGHT,20220315,-1.0543576945174697,0,206,118308,1
B,BRIGHT,20220316,-0.16119235052591357,0,206,118308,1
B,BRIGHT,20220317,-1.0242392987774283,0,206,118308,1
B,BRIGHT,20220318,-0.9631449288852774,0,206,118308,1
B,BRIGHT,20220319,-0.2645188630703719,0,206,118308,1
B,BRIGHT,20220321,-0.6427474088548987,0,206,118308,1
B,BRIGHT,20220322,-0.1695370498530459,0,206,118308,1
B,BRIGHT,20220323,0.0688764325812885,0,206,118308,1
B,BRIGHT,20220325,0.11069534709057592,0,206,118308,1
B,BRIGHT,20220327,0.06117572234440867,0,206,118308,1
B,BRIGHT,20220329,0.35714937846411315,0,206,118308,1
B,BRIGHT,20220331,0.7718570011339208,0,206,118308,1
B,BRIGHT,20220401,-1.0543201040303678,0,206,118308,1
B,BRIGHT,20220402,0.4142427501866235,0,206,118308,1
B,BRIGHT,20220403,0.09869357000955825,0,206,118308,1
B,BRIGHT,20220407,-0.11120627391190001,0,206,118308,1
B,BRIGHT,20220408,-1.173943328211587,0,206,118308,1
B,BRIGHT,20220409,-0.6748805708441065,0,206,118308,1
B,BRIGHT,20220413,-0.6726649145142645,0,206,118308,1
B,BRIGHT,20220414,-0.9942110372911803,0,206,118308,1
B,BRIGHT,20220416,-0.8482172508682995,0,206,118308,1
B,BRIGHT,20220417,-0.6882443644591631,0,206,118308,1
B,BRIGHT,20220418,-0.388477682487491,0,206,118308,1
B,BRIGHT,20220419,-0.7346209739054403,0,206,118308,1
B,BRIGHT,20220420,-0.723132903171644,0,206,118308,1
B,BRIGHT,20220421,-0.17157920357088746,0,206,118308,1
B,BRIGHT,20220422,0.9318325778760165,0,206,118308,1
B,BRIGHT,20220423,0.24220426022844938,0,206,118308,1
B,BRIGHT,20220426,0.5657799010947081,0,206,118308,1
B,BRIGHT,20220428,0.26662044069410723,0,206,118308,1
B,BRIGHT,20220429,-0.38783708068578376,0,206,118308,1
B,BRIGHT,20220430,0.2822788527306953,0,206,118308,1
B,BRIGHT,20220501,-0.7583074272211683,0,206,118308,1
B,BRIGHT,20220502,0.07197742515572343,0,206,118308,1
B,BRIGHT,20220503,0.5357040136845808,0,206,118308,1
B,BRIGHT,20220504,-0.006398501430571579,0,206,118308,1
B,BRIGHT,20220505,0.08625686934828895,0,206,118308,1
B,BRIGHT,20220506,-0.009374108956163578,0,206,118308,1
B,BRIGHT,20220507,-0.11483692164899538,0,206,118308,1
B,BRIGHT,20220508,0.008355433236863115,0,206,118308,1
B,BRIGHT,20220509,-0.15592733353893634,0,206,118308,1
B,BRIGHT,20220510,-0.22764462565585397,0,206,118308,1
B,BRIGHT,20220511,-0.774611239632951,0,206,118308,1
B,BRIGHT,20220512,-0.49666098743385995,0,206,118308,1
B,BRIGHT,20220513,-0.7436581891170988,0,206,118308,1
B,BRIGHT,20220514,-0.5168080485723957,0,206,118308,1
B,BRIGHT,20220515,-0.1484337429265768,0,206,118308,1
B,BRIGHT,20220516,-0.23809789409335985,0,206,118308,1
B,BRIGHT,20220518,0.4426125574965175,0,206,118308,1
B,BRIGHT,20220522,0.8160744253878148,0,206,118308,1
B,BRIGHT,20220523,1.3430468523730115,0,206,118308,1
B,BRIGHT,20220524,0.7099366304320319,0,206,118308,1
B,BRIGHT,20220526,0.3160250258899758,0,206,118308,1
B,BRIGHT,20220527,2.2733378497204115,0,206,118308,1
B,BRIGHT,20220530,1.1117341977798534,0,206,118308,1
B,BRIGHT,20220531,0.4361350782485705,0,206,118308,1
B,BRIGHT,20220602,0.26747528370790447,0,206,118308,1
B,BRIGHT,20220605,0.2643173874929862,0,206,118308,1
B,BRIGHT,20220607,0.3890070661210594,0,206,118308,1
B,BRIGHT,20220609,0.8696374476748756,0,206,118308,1
B,BRIGHT,20220611,3.311285031062632,0,206,118308,1
B,BRIGHT,20220612,0.9701603924515512,0,206,118308,1
A,DARK,20210514,-0.5548476069945202,0,159,52800,1
A,DARK,20210515,0.48268531641707263,0,159,52800,1
A,DARK,20210516,0.0,0,159,52800,1
A,DARK,20210517,-0.1800837735585048,0,159,52800,1
A,DARK,20210528,0.6982925525669288,0,159,52800,1
A,DARK,20210530,-0.28887935718715574,0,159,52800,1
A,DARK,20210531,-0.27493249533415526,0,159,52800,1
A,DARK,20210602,-0.2086012855389161,0,159,52800,1
A,DARK,20210603,-0.7856351697094214,0,159,52800,1
A,DARK,20210604,0.4235040588325609,0,159,52800,1
A,DARK,20210606,0.8038715558346715,0,159,52800,1
A,DARK,20210610,-0.16131870642000712,0,159,52800,1
A,DARK,20210611,-0.16037403822327512,0,159,52800,1
A,DARK,20210612,0.17172097718171037,0,159,52800,1
A,DARK,20210708,0.848337811782571,0,159,52800,1
A,DARK,20211001,0.5811292078232093,0,159,52800,1
A,DARK,20211002,1.082885499073736,0,159,52800,1
A,DARK,20211005,1.3496363086340524,0,159,52800,1
A,DARK,20211006,0.6983445963512617,0,159,52800,1
A,DARK,20211008,1.0902318128366568,0,159,52800,1
A,DARK,20211009,0.7640661347287756,0,159,52800,1
A,DARK,20211010,1.4518087385732859,0,159,52800,1
A,DARK,20211013,1.221412551939912,0,159,52800,1
A,DARK,20211014,1.3360363325129265,0,159,52800,1
A,DARK,20211016,0.6801138894662605,0,159,52800,1
A,DARK,20211027,0.7155595867611565,0,159,52800,1
A,DARK,20211029,1.5783455939627378,0,159,52800,1
A,DARK,20211030,1.6333854299983792,0,159,52800,1
A,DARK,20211031,1.9069097506682748,0,159,52800,1
A,DARK,20211101,1.8451291234316578,0,159,52800,1
A,DARK,20211102,1.430623448441783,0,159,52800,1
A,DARK,20211103,0.7851579982236278,0,159,52800,1
A,DARK,20211104,1.0031964595644696,0,159,52800,1
A,DARK,20211105,1.163794975860636,0,159,52800,1
A,DARK,20211106,1.0828126213653342,0,159,52800,1
A,DARK,20211107,1.6893292038898124,0,159,52800,1
A,DARK,20211108,1.014221503250193,0,159,52800,1
A,DARK,20211109,0.8524769465167061,0,159,52800,1
A,DARK,20211110,0.9952956719580086,0,159,52800,1
A,DARK,20211111,1.1406924090365638,0,159,52800,1
A,DARK,20211112,0.6136703106237775,0,159,52800,1
A,DARK,20211113,0.6040412431896164,0,159,52800,1
A,DARK,20211114,0.39916766879717036,0,159,52800,1
A,DARK,20211116,-0.07793182255240014,0,159,52800,1
A,DARK,20211126,0.6839279907279797,0,159,52800,1
A,DARK,20211127,1.1088003321156155,0,159,52800,1
A,DARK,20211128,0.6046478351773407,0,159,52800,1
A,DARK,20211129,1.1872256802806715,0,159,52800,1
A,DARK,20211130,1.0939035115318592,0,159,52800,1
A,DARK,20211201,0.891118749813922,0,159,52800,1
A,DARK,20211202,1.062232305848322,0,159,52800,1
A,DARK,20211203,0.9185326575509718,0,159,52800,1
A,DARK,20211204,1.1492952958980194,0,159,52800,1
A,DARK,20211205,0.7812233093601397,0,159,52800,1
A,DARK,20211207,1.482069368471557,0,159,52800,1
A,DARK,20211208,0.9134257792395877,0,159,52800,1
A,DARK,20211210,0.7775953709014409,0,159,52800,1
A,DARK,20211211,0.4711808685299074,0,159,52800,1
A,DARK,20211212,0.7756818683205174,0,159,52800,1
A,DARK,20211215,0.36214105833526034,0,159,52800,1
A,DARK,20220101,0.66583234135917,0,159,52800,1
A,DARK,20220102,0.41667298080832527,0,159,52800,1
A,DARK,20220103,0.6331524749878715,0,159,52800,1
A,DARK,20220104,0.3107160868569425,0,159,52800,1
A,DARK,20220105,1.0676894040214375,0,159,52800,1
A,DARK,20220106,0.751162326979581,0,159,52800,1
A,DARK,20220107,0.6169458136151816,0,159,52800,1
A,DARK,20220109,0.6280297045659073,0,159,52800,1
A,DARK,20220112,0.5756442395517616,0,159,52800,1
A,DARK,20220113,-1.11905372168032,0,159,52800,1
A,DARK,20220123,-0.1651567109217273,0,159,52800,1
A,DARK,20220124,-0.08783190553571452,0,159,52800,1
A,DARK,20220126,0.5487511286190365,0,159,52800,1
A,DARK,20220130,0.5260808961935579,0,159,52800,1
A,DARK,20220131,0.4224341205439002,0,159,52800,1
A,DARK,20220202,-0.12334449293397717,0,159,52800,1
A,DARK,20220203,-0.24684879260871734,0,159,52800,1
A,DARK,20220204,-0.06115821794395204,0,159,52800,1
A,DARK,20220205,0.154710683686606,0,159,52800,1
A,DARK,20220206,-0.5633344719920573,0,159,52800,1
A,DARK,20220207,0.3757996923060135,0,159,52800,1
A,DARK,20220208,-0.3475010328713476,0,159,52800,1
A,DARK,20220209,-0.8149476696704394,0,159,52800,1
A,DARK,20220210,-0.17672440660242889,0,159,52800,1
A,DARK,20220211,-1.302236662036694,0,159,52800,1
A,DARK,20220212,-1.6096982750737303,0,159,52800,1
A,DARK,20220218,-1.1743780735882647,0,159,52800,1
A,DARK,20220219,-0.6686436397121047,0,159,52800,1
A,DARK,20220221,-1.7239585852300836,0,159,52800,1
A,DARK,20220225,0.18815773742633934,0,159,52800,1
A,DARK,20220226,-0.2241247159913003,0,159,52800,1
A,DARK,20220228,0.09934206815974661,0,159,52800,1
A,DARK,20220301,0.09327581357402034,0,159,52800,1
A,DARK,20220306,-0.32439839488843875,0,159,52800,1
A,DARK,20220307,0.10990147711463118,0,159,52800,1
A,DARK,20220308,7.978763988786275e-05,0,159,52800,1
A,DARK,20220309,-0.660078506232032,0,159,52800,1
A,DARK,20220311,-0.949930327772421,0,159,52800,1
A,DARK,20220312,-1.5246043513572407,0,159,52800,1
A,DARK,20220321,-0.27470147037120707,0,159,52800,1
A,DARK,20220322,-0.9178382410729163,0,159,52800,1
A,DARK,20220323,-0.6551013370261992,0,159,52800,1
A,DARK,20220324,-0.457378295293839,0,159,52800,1
A,DARK,20220325,-0.28701537271166383,0,159,52800,1
A,DARK,20220326,-0.008088358673358761,0,159,52800,1
A,DARK,20220327,0.07469123986627793,0,159,52800,1
A,DARK,20220329,-0.5991688071957396,0,159,52800,1
A,DARK,20220330,-0.46291302816695545,0,159,52800,1
A,DARK,20220331,-0.06347170654247092,0,159,52800,1
A,DARK,20220401,0.17004824129018964,0,159,52800,1
A,DARK,20220402,-0.40191352505123323,0,159,52800,1
A,DARK,20220403,-0.13311989832292515,0,159,52800,1
A,DARK,20220404,-0.4578203255797243,0,159,52800,1
A,DARK,20220405,-0.43047913425450435,0,159,52800,1
A,DARK,20220406,-0.8088045001435529,0,159,52800,1
A,DARK,20220407,-0.48038688326487466,0,159,52800,1
A,DARK,20220408,-0.6902003286951169,0,159,52800,1
A,DARK,20220409,-0.41438127151977633,0,159,52800,1
A,DARK,20220418,-1.1892743933254848,0,159,52800,1
A,DARK,20220419,-1.8458867168516915,0,159,52800,1
A,DARK,20220420,-1.3156456449064908,0,159,52800,1
A,DARK,20220421,-0.20366027714138762,0,159,52800,1
A,DARK,20220423,-0.717455297992357,0,159,52800,1
A,DARK,20220424,-0.8233786166256837,0,159,52800,1
A,DARK,20220425,-0.32764466891827565,0,159,52800,1
A,DARK,20220427,-0.0008711646226003539,0,159,52800,1
A,DARK,20220428,-0.12850669494290418,0,159,52800,1
A,DARK,20220429,-0.37922989040427224,0,159,52800,1
A,DARK,20220430,0.26128273501234334,0,159,52800,1
A,DARK,20220501,-0.08561919161788417,0,159,52800,1
A,DARK,20220502,-0.17357191696010815,0,159,52800,1
A,DARK,20220503,-0.07393132260655103,0,159,52800,1
A,DARK,20220504,0.006675723766697256,0,159,52800,1
A,DARK,20220505,-0.7948290132531738,0,159,52800,1
A,DARK,20220506,-1.216028251252197,0,159,52800,1
A,DARK,20220508,-0.5167585182516308,0,159,52800,1
A,DARK,20220509,-0.9508562240394897,0,159,52800,1
A,DARK,20220510,-1.2677521780049128,0,159,52800,1
A,DARK,20220511,-0.9622632838452482,0,159,52800,1
A,DARK,20220515,-0.5369290489060026,0,159,52800,1
A,DARK,20220518,0.22976245946629034,0,159,52800,1
A,DARK,20220522,-0.3619862938123283,0,159,52800,1
A,DARK,20220523,-0.2552335424227988,0,159,52800,1
A,DARK,20220524,-0.06471999787823426,0,159,52800,1
A,DARK,20220525,0.10715322085909129,0,159,52800,1
A,DARK,20220526,-0.05193219651387024,0,159,52800,1
A,DARK,20220527,0.44849086985594017,0,159,52800,1
A,DARK,20220528,0.20170159942388127,0,159,52800,1
A,DARK,20220529,-0.23117152758567378,0,159,52800,1
A,DARK,20220530,-0.21997356105639898,0,159,52800,1
A,DARK,20220531,0.028471294946442738,0,159,52800,1
A,DARK,20220601,-0.4243102935633002,0,159,52800,1
A,DARK,20220602,-0.12920123201569145,0,159,52800,1
A,DARK,20220603,-0.050905013385720954,0,159,52800,1
A,DARK,20220604,0.18172874868661212,0,159,52800,1
A,DARK,20220605,-0.4347539453584257,0,159,52800,1
A,DARK,20220606,-0.6164984507743609,0,159,52800,1
A,DARK,20220607,-0.3310207097478944,0,159,52800,1
A,DARK,20220609,-0.8534626264804682,0,159,52800,1
B,DARK,20210514,0.14688839347454472,0,161,53852,1
B,DARK,20210515,-0.018869464330974216,0,161,53852,1
B,DARK,20210516,0.4272480819046782,0,161,53852,1
B,DARK,20210517,0.18816503987663163,0,161,53852,1
B,DARK,20210528,-0.12265834952190857,0,161,53852,1
B,DARK,20210530,-0.9104892697501012,0,161,53852,1
B,DARK,20210531,-1.0863439039927263,0,161,53852,1
B,DARK,20210602,-0.6459208090115794,0,161,53852,1
B,DARK,20210603,-1.0337844455531762,0,161,53852,1
B,DARK,20210604,-0.3991752707587359,0,161,53852,1
B,DARK,20210606,-0.12821523851248529,0,161,53852,1
B,DARK,20210610,-0.10065596568993199,0,161,53852,1
B,DARK,20210611,0.3279850896377518,0,161,53852,1
B,DARK,20210612,-0.18784799756785353,0,161,53852,1
B,DARK,20210708,1.2025596264545961,0,161,53852,1
B,DARK,20211001,0.7373863344633966,0,161,53852,1
B,DARK,20211002,1.0176309149373575,0,161,53852,1
B,DARK,20211003,1.6541628569771571,0,161,53852,1
B,DARK,20211005,1.4835058494376008,0,161,53852,1
B,DARK,20211006,0.8600113685355341,0,161,53852,1
B,DARK,20211008,0.8351296863436943,0,161,53852,1
B,DARK,20211009,0.751630749896202,0,161,53852,1
B,DARK,20211010,1.4155585021667272,0,161,53852,1
B,DARK,20211013,1.0500388052431082,0,161,53852,1
B,DARK,20211014,0.8285844362752961,0,161,53852,1
B,DARK,20211016,0.3696936962692322,0,161,53852,1
B,DARK,20211027,0.5822134272226408,0,161,53852,1
B,DARK,20211028,0.5999594825187975,0,161,53852,1
B,DARK,20211029,0.4524537526062145,0,161,53852,1
B,DARK,20211030,1.4782526389255544,0,161,53852,1
B,DARK,20211031,1.1221121735552704,0,161,53852,1
B,DARK,20211101,1.4655764890331358,0,161,53852,1
B,DARK,20211102,1.4784626738049294,0,161,53852,1
B,DARK,20211103,0.9539023595132786,0,161,53852,1
B,DARK,20211104,1.2048628462287139,0,161,53852,1
B,DARK,20211105,0.6846863775595048,0,161,53852,1
B,DARK,20211106,0.76970209849127,0,161,53852,1
B,DARK,20211107,1.4091829145924282,0,161,53852,1
B,DARK,20211108,1.0812755807455547,0,161,53852,1
B,DARK,20211109,0.7047589960227344,0,161,53852,1
B,DARK,20211110,0.5836366824319482,0,161,53852,1
B,DARK,20211111,0.9469800126786152,0,161,53852,1
B,DARK,20211112,0.29664714727874647,0,161,53852,1
B,DARK,20211113,0.5313510161777784,0,161,53852,1
B,DARK,20211114,0.1531621237938422,0,161,53852,1
B,DARK,20211116,-0.25305990570052744,0,161,53852,1
B,DARK,20211126,0.7164539807898641,0,161,53852,1
B,DARK,20211127,1.0071687684068722,0,161,53852,1
B,DARK,20211128,0.3457538020064821,0,161,53852,1
B,DARK,20211129,1.1611778619910667,0,161,53852,1
B,DARK,20211130,0.9842433591058892,0,161,53852,1
B,DARK,20211201,0.6920018660988547,0,161,53852,1
B,DARK,20211202,1.26625971912876,0,161,53852,1
B,DARK,20211203,0.53616449735567,0,161,53852,1
B,DARK,20211204,1.0578762584628405,0,161,53852,1
B,DARK,20211205,0.7441760012649212,0,161,53852,1
B,DARK,20211207,0.719631377875091,0,161,53852,1
B,DARK,20211208,0.9726116118963186,0,161,53852,1
B,DARK,20211210,1.1839584240695078,0,161,53852,1
B,DARK,20211211,0.19863593336679994,0,161,53852,1
B,DARK,20211212,0.5950571608513617,0,161,53852,1
B,DARK,20211215,0.18433834146410627,0,161,53852,1
B,DARK,20220101,1.0327971230701214,0,161,53852,1
B,DARK,20220102,0.12600977134730365,0,161,53852,1
B,DARK,20220103,0.2966929870008692,0,161,53852,1
B,DARK,20220104,0.4230199079278878,0,161,53852,1
B,DARK,20220105,0.8618841955943203,0,161,53852,1
B,DARK,20220106,0.28091606531482377,0,161,53852,1
B,DARK,20220107,0.7035642045841045,0,161,53852,1
B,DARK,20220109,0.35993666294804877,0,161,53852,1
B,DARK,20220112,0.32767129275830204,0,161,53852,1
B,DARK,20220113,-1.7140075801444061,0,161,53852,1
B,DARK,20220120,-0.3064794657084078,0,161,53852,1
B,DARK,20220123,-0.06895767530898725,0,161,53852,1
B,DARK,20220124,-0.3574337355978114,0,161,53852,1
B,DARK,20220126,0.4201303178516527,0,161,53852,1
B,DARK,20220130,0.44257729012617686,0,161,53852,1
B,DARK,20220131,0.27630780704329555,0,161,53852,1
B,DARK,20220202,-0.2679740146752456,0,161,53852,1
B,DARK,20220203,0.059699313548976674,0,161,53852,1
B,DARK,20220204,0.0015407246238504993,0,161,53852,1
B,DARK,20220205,0.12425903551164383,0,161,53852,1
B,DARK,20220206,-0.40912307938496384,0,161,53852,1
B,DARK,20220207,0.47543549505624916,0,161,53852,1
B,DARK,20220208,-0.1652712264384811,0,161,53852,1
B,DARK,20220209,-0.7380458104699835,0,161,53852,1
B,DARK,20220210,0.0,0,161,53852,1
B,DARK,20220211,-1.5112751412943735,0,161,53852,1
B,DARK,20220212,-2.1021738999376303,0,161,53852,1
B,DARK,20220218,-0.7538023791691508,0,161,53852,1
B,DARK,20220219,-0.41041167182525756,0,161,53852,1
B,DARK,20220221,-1.3925586721273286,0,161,53852,1
B,DARK,20220225,0.09982389189496746,0,161,53852,1
B,DARK,20220226,-0.20795533422034482,0,161,53852,1
B,DARK,20220228,-0.021919179827444984,0,161,53852,1
B,DARK,20220301,-0.030678933438377846,0,161,53852,1
B,DARK,20220306,-0.13758275941191125,0,161,53852,1
B,DARK,20220307,0.368989510533346,0,161,53852,1
B,DARK,20220308,-0.37325803155632203,0,161,53852,1
B,DARK,20220309,-0.7486537109585876,0,161,53852,1
B,DARK,20220311,-0.9793477211977624,0,161,53852,1
B,DARK,20220312,-1.518549318045313,0,161,53852,1
B,DARK,20220321,-1.0499437735552102,0,161,53852,1
B,DARK,20220322,-0.38719639415404816,0,161,53852,1
B,DARK,20220323,-0.8992371070966011,0,161,53852,1
B,DARK,20220324,-0.7343494350060487,0,161,53852,1
B,DARK,20220325,-0.3688324317487126,0,161,53852,1
B,DARK,20220326,-0.22899676101660135,0,161,53852,1
B,DARK,20220327,0.26142283647266445,0,161,53852,1
B,DARK,20220329,-0.5032510627435448,0,161,53852,1
B,DARK,20220330,-0.6192063727007943,0,161,53852,1
B,DARK,20220331,-0.2544696138387838,0,161,53852,1
B,DARK,20220401,-0.13430047793134797,0,161,53852,1
B,DARK,20220402,-0.040053818011673036,0,161,53852,1
B,DARK,20220403,-0.3541739798329759,0,161,53852,1
B,DARK,20220404,-0.43975002857840967,0,161,53852,1
B,DARK,20220405,-0.37129060626122784,0,161,53852,1
B,DARK,20220406,-0.8964649479785518,0,161,53852,1
B,DARK,20220407,-0.7512352507282852,0,161,53852,1
B,DARK,20220408,-0.9823788367330093,0,161,53852,1
B,DARK,20220409,-0.9198590350976497,0,161,53852,1
B,DARK,20220418,-1.492059751591527,0,161,53852,1
B,DARK,20220419,-1.7947696421261574,0,161,53852,1
B,DARK,20220420,-1.318305829995702,0,161,53852,1
B,DARK,20220421,-0.3626600758141286,0,161,53852,1
B,DARK,20220423,-0.7417473924399285,0,161,53852,1
B,DARK,20220424,-0.469420882443934,0,161,53852,1
B,DARK,20220425,-0.24682314539237207,0,161,53852,1
B,DARK,20220427,0.16233453848462986,0,161,53852,1
B,DARK,20220428,0.05226825156333313,0,161,53852,1
B,DARK,20220429,-0.5715710291967303,0,161,53852,1
B,DARK,20220430,-0.48649560422126825,0,161,53852,1
B,DARK,20220501,-0.07816691997579492,0,161,53852,1
B,DARK,20220502,0.2681251796949306,0,161,53852,1
B,DARK,20220503,-0.4217930550784847,0,161,53852,1
B,DARK,20220504,-0.24937375982893753,0,161,53852,1
B,DARK,20220505,-0.5896486660675814,0,161,53852,1
B,DARK,20220506,-1.5285753095446881,0,161,53852,1
B,DARK,20220508,-0.4418293330117868,0,161,53852,1
B,DARK,20220509,-0.50332672093667,0,161,53852,1
B,DARK,20220510,-1.5841219127811936,0,161,53852,1
B,DARK,20220511,-1.0111648805744387,0,161,53852,1
B,DARK,20220518,0.26514928433259183,0,161,53852,1
B,DARK,20220522,-0.12782231375283543,0,161,53852,1
B,DARK,20220523,0.08296841769701546,0,161,53852,1
B,DARK,20220524,-0.161079517903424,0,161,53852,1
B,DARK,20220525,-0.1955847299881822,0,161,53852,1
B,DARK,20220526,-0.34986619296336624,0,161,53852,1
B,DARK,20220527,-0.15782061249183674,0,161,53852,1
B,DARK,20220528,0.19396294239161876,0,161,53852,1
B,DARK,20220529,0.24881494947379446,0,161,53852,1
B,DARK,20220530,-0.07218267631239444,0,161,53852,1
B,DARK,20220531,0.18306069728840818,0,161,53852,1
B,DARK,20220601,-0.056334918432989094,0,161,53852,1
B,DARK,20220602,-0.34337446408898775,0,161,53852,1
B,DARK,20220603,0.21171257136415947,0,161,53852,1
B,DARK,20220604,-0.37156894971148297,0,161,53852,1
B,DARK,20220605,-0.06318842488203164,0,161,53852,1
B,DARK,20220606,-0.368163330738098,0,161,53852,1
B,DARK,20220607,0.25349237368789146,0,161,53852,1
B,DARK,20220609,-0.18651187645217837,0,161,53852,1
